ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,RA_DEG,DEC_DEG
589,24d10m45.2s,15d45m54.4s,56,41,51,-60,4,138,3.31,24.179222222222222,15.76511111111111
590,24d10m45.5s,15d46m29.8s,24,22,23,0,4,-125,1.74,24.17930555555556,15.774944444444445
591,24d10m45.5s,15d47m14.5s,31,23,28,0,4,81,1.1,24.17930555555556,15.78736111111111
592,24d10m45.7s,15d48m8.8s,74,70,73,0,2,80,3.35,24.179361111111113,15.802444444444445
593,24d10m45.7s,15d48m1.6s,46,38,43,0,2,16,3.03,24.179361111111113,15.800444444444445
594,24d10m45.8s,15d45m14.7s,37,37,37,0,2,-226,5.16,24.17938888888889,15.754083333333334
595,24d10m45.8s,15d47m38.6s,58,55,57,0,4,94,2.01,24.17938888888889,15.794055555555556
596,24d10m46.0s,15d48m5.2s,53,53,53,0,2,48,3.2,24.179444444444446,15.801444444444446
597,24d10m46.0s,15d47m40.8s,79,76,78,-90,4,113,2.11,24.179444444444446,15.794666666666666
598,24d10m46.2s,15d48m3.0s,45,41,44,0,2,28,3.1,24.1795,15.800833333333333
599,24d10m46.4s,15d47m13.7s,25,24,25,0,4,77,1.12,24.179555555555556,15.787138888888888
600,24d10m46.5s,15d45m18.2s,31,31,31,0,2,-248,5.0,24.179583333333333,15.755055555555556
601,24d10m46.5s,15d46m2.8s,81,68,77,0,4,74,2.94,24.179583333333333,15.767444444444445
602,24d10m46.7s,15d45m16.8s,26,26,26,0,2,-236,5.07,24.17963888888889,15.754666666666667
603,24d10m46.9s,15d47m28.9s,27,25,26,0,4,24,1.64,24.179694444444447,15.791361111111112
604,24d10m47.1s,15d47m23.3s,13,13,13,0,4,-15,1.44,24.179750000000002,15.789805555555555
605,24d10m47.1s,15d48m43.8s,21,17,19,0,1,-16,4.99,24.179750000000002,15.812166666666668
606,24d10m47.4s,15d47m23.1s,41,30,37,0,4,-15,1.44,24.179833333333335,15.78975
607,24d10m47.8s,15d47m57.1s,22,22,22,0,2,-18,2.85,24.179944444444445,15.799194444444444
608,24d10m47.9s,15d48m18.6s,44,37,42,0,2,169,3.83,24.179972222222222,15.805166666666667
609,24d10m48.4s,15d47m26.8s,28,27,28,-90,4,15,1.6,24.180111111111113,15.790777777777778
610,24d10m48.5s,15d47m24.6s,31,29,30,0,4,0,1.53,24.18013888888889,15.790166666666666
611,24d10m48.7s,15d47m57.3s,20,17,19,0,2,-14,2.88,24.180194444444446,15.79925
612,24d10m48.8s,15d48m8.9s,289,206,261,-60,2,85,3.4,24.180222222222223,15.802472222222223
613,24d10m49.0s,15d45m54.8s,79,55,71,0,4,148,3.34,24.18027777777778,15.765222222222222
614,24d10m49.2s,15d46m14.3s,27,24,26,90,4,-1,2.48,24.180333333333333,15.77063888888889
615,24d10m49.4s,15d47m45.4s,31,28,30,0,2,-115,2.37,24.18038888888889,15.795944444444444
616,24d10m49.7s,15d47m4.9s,28,28,28,-90,4,-90,1.11,24.180472222222225,15.784694444444444
617,24d10m49.9s,15d47m23.3s,30,28,29,0,4,2,1.53,24.18052777777778,15.789805555555555
618,24d10m49.9s,15d46m34.6s,48,43,46,0,4,-116,1.68,24.18052777777778,15.776277777777779
619,24d10m50.3s,15d47m57.9s,36,35,36,-90,2,-4,2.93,24.18063888888889,15.799416666666666
620,24d10m50.7s,15d45m56.1s,19,14,17,0,4,145,3.3,24.18075,15.765583333333334
621,24d10m50.8s,15d45m57.1s,21,20,20,-90,4,137,3.26,24.180777777777777,15.76586111111111
622,24d10m51.3s,15d47m58.4s,20,19,19,0,2,-2,2.97,24.18091666666667,15.799555555555555
623,24d10m51.3s,15d45m56.4s,24,18,22,0,4,144,3.3,24.18091666666667,15.765666666666666
624,24d10m51.3s,15d45m55.9s,26,20,24,0,4,149,3.32,24.18091666666667,15.765527777777777
625,24d10m51.3s,15d46m35.0s,29,28,29,90,4,-104,1.71,24.18091666666667,15.77638888888889
626,24d10m51.8s,15d48m46.6s,18,18,18,0,1,-5,5.17,24.181055555555556,15.812944444444446
627,24d10m52.4s,15d47m10.3s,26,23,25,0,4,-44,1.29,24.181222222222225,15.786194444444444
628,24d10m52.5s,15d47m20.1s,22,21,22,-90,4,-5,1.52,24.181250000000002,15.788916666666667
629,24d10m52.6s,15d47m21.4s,21,19,21,-90,4,6,1.56,24.18127777777778,15.789277777777778
630,24d10m52.8s,15d48m45.1s,33,30,32,0,1,-17,5.11,24.181333333333335,15.81252777777778
631,24d10m53.6s,15d48m7.3s,21,20,21,0,2,80,3.4,24.18155555555556,15.802027777777779
632,24d10m54.3s,15d47m34.3s,45,41,43,0,4,100,2.05,24.18175,15.792861111111112
633,24d10m54.7s,15d47m24.7s,153,132,146,0,4,39,1.74,24.18186111111111,15.790194444444444
634,24d10m55.0s,15d47m57.0s,35,33,34,0,2,-4,2.98,24.181944444444447,15.799166666666666
635,24d10m55.6s,15d48m22.0s,53,51,52,90,2,213,4.09,24.182111111111112,15.806111111111111
636,24d10m55.7s,15d47m36.1s,31,31,31,90,4,120,2.16,24.18213888888889,15.79336111111111
637,24d10m56.0s,15d46m10.3s,24,22,23,0,4,61,2.79,24.182222222222222,15.769527777777778
638,24d10m56.0s,15d48m13.1s,32,29,31,0,2,135,3.7,24.182222222222222,15.803638888888889
639,24d10m56.8s,15d47m9.4s,33,30,32,0,4,-17,1.47,24.182444444444446,15.785944444444445
640,24d10m57.0s,15d46m8.9s,82,79,81,0,4,76,2.87,24.1825,15.76913888888889
641,24d10m57.3s,15d46m10.7s,35,34,35,0,4,67,2.81,24.182583333333334,15.76963888888889
642,24d10m57.7s,15d46m41.8s,28,25,27,90,4,-64,1.73,24.182694444444447,15.77827777777778
643,24d10m57.8s,15d47m59.5s,27,27,27,0,2,24,3.15,24.182722222222225,15.799861111111111
644,24d10m58.3s,15d47m57.5s,17,17,17,0,2,12,3.07,24.182861111111112,15.799305555555556
645,24d10m58.5s,15d47m25.3s,47,44,46,0,4,66,1.89,24.182916666666667,15.79036111111111
646,24d10m58.8s,15d47m59.9s,18,17,18,-90,2,31,3.19,24.183,15.799972222222221
647,24d10m59.0s,15d46m25.8s,51,39,47,0,4,-10,2.27,24.18305555555556,15.773833333333334
648,24d10m59.0s,15d46m11.2s,24,23,24,0,4,74,2.83,24.18305555555556,15.76977777777778
649,24d10m59.2s,15d48m13.4s,39,24,34,40,2,145,3.77,24.183111111111113,15.803722222222223
650,24d10m59.6s,15d47m58.0s,18,15,17,0,2,19,3.12,24.183222222222224,15.799444444444445
651,24d10m59.7s,15d46m32.4s,43,37,41,90,4,-30,2.07,24.18325,15.775666666666668
652,24d10m59.8s,15d48m1.9s,16,15,16,0,2,51,3.29,24.18327777777778,15.800527777777779
653,24d11m0.1s,15d47m18.3s,90,78,86,0,4,42,1.77,24.18336111111111,15.788416666666667
654,24d11m0.1s,15d47m59.9s,24,23,24,-90,2,36,3.21,24.18336111111111,15.799972222222221
655,24d11m0.3s,15d48m1.6s,18,17,18,0,2,51,3.29,24.183416666666666,15.800444444444445
656,24d11m0.4s,15d47m12.0s,33,32,33,-90,4,17,1.66,24.183444444444444,15.786666666666667
657,24d11m0.9s,15d48m4.8s,34,27,31,90,2,79,3.44,24.183583333333335,15.801333333333334
658,24d11m1.2s,15d48m2.2s,35,31,34,0,2,59,3.33,24.183666666666667,15.800611111111111
659,24d11m1.4s,15d48m4.2s,33,33,33,0,2,76,3.42,24.183722222222222,15.801166666666667
660,24d11m1.7s,15d46m57.5s,125,110,120,-90,4,-20,1.65,24.183805555555555,15.78263888888889
661,24d11m1.7s,15d47m12.9s,29,29,29,-90,4,32,1.74,24.183805555555555,15.786916666666666
662,24d11m1.9s,15d47m9.7s,15,14,15,0,4,17,1.7,24.18386111111111,15.786027777777777
663,24d11m2.0s,15d47m58.2s,49,47,48,-90,2,30,3.19,24.183888888888887,15.7995
664,24d11m2.1s,15d47m16.0s,62,43,55,50,4,47,1.8,24.18391666666667,15.787777777777778
665,24d11m2.7s,15d46m2.5s,33,32,33,0,4,152,3.27,24.184083333333334,15.767361111111112
666,24d11m2.7s,15d48m17.3s,17,16,17,0,2,190,4.01,24.184083333333334,15.804805555555557
667,24d11m3.6s,15d46m50.7s,140,80,120,30,4,-10,1.8,24.184333333333335,15.780750000000001
668,24d11m4.1s,15d46m10.8s,35,27,32,90,4,108,2.97,24.184472222222222,15.769666666666668
669,24d11m4.5s,15d45m26.7s,41,37,40,0,2,-205,4.84,24.184583333333332,15.757416666666666
670,24d11m4.7s,15d47m55.8s,18,15,17,0,2,21,3.16,24.184638888888887,15.798833333333333
671,24d11m4.7s,15d46m9.6s,24,23,24,90,4,119,3.04,24.184638888888887,15.769333333333334
672,24d11m5.4s,15d48m3.0s,36,32,35,0,2,82,3.46,24.184833333333334,15.800833333333333
673,24d11m5.9s,15d45m32.4s,334,238,302,-60,2,-228,4.61,24.18497222222222,15.759
674,24d11m6.1s,15d46m3.1s,61,61,61,90,4,169,3.33,24.18502777777778,15.76752777777778
675,24d11m6.2s,15d47m7.8s,31,30,30,-90,4,46,1.87,24.185055555555557,15.7855
676,24d11m6.2s,15d46m38.4s,33,31,32,0,4,12,2.14,24.185055555555557,15.777333333333335
677,24d11m6.3s,15d47m10.3s,31,30,30,-90,4,55,1.9,24.185083333333335,15.786194444444444
678,24d11m6.9s,15d46m32.8s,32,31,31,0,4,26,2.32,24.18525,15.775777777777778
679,24d11m7.0s,15d46m39.7s,28,22,26,0,4,13,2.15,24.185277777777777,15.777694444444446
680,24d11m7.0s,15d46m13.3s,92,86,90,-90,4,109,2.96,24.185277777777777,15.770361111111113
681,24d11m7.4s,15d46m32.1s,34,29,32,0,4,32,2.36,24.185388888888887,15.775583333333334
682,24d11m7.4s,15d46m59.7s,44,41,43,0,4,30,1.91,24.185388888888887,15.78325
683,24d11m8.2s,15d46m40.6s,25,24,25,90,4,23,2.17,24.18561111111111,15.777944444444445
684,24d11m8.2s,15d46m38.8s,26,21,24,0,4,26,2.21,24.18561111111111,15.777444444444445
685,24d11m8.6s,15d46m20.1s,560,483,534,-90,4,86,2.77,24.18572222222222,15.772250000000001
686,24d11m8.8s,15d46m32.5s,44,44,44,0,4,43,2.4,24.185777777777776,15.775694444444445
687,24d11m9.1s,15d47m10.2s,35,32,34,0,4,78,2.03,24.185861111111112,15.786166666666666
688,24d11m10.6s,15d47m12.6s,55,48,53,0,4,97,2.12,24.18627777777778,15.786833333333334
689,24d11m10.9s,15d46m49.8s,89,89,89,0,4,45,2.13,24.18636111111111,15.7805
690,24d11m11.3s,15d46m58.0s,28,27,28,0,4,63,2.09,24.18647222222222,15.78277777777778
691,24d11m14.3s,15d45m33.8s,37,26,33,90,2,-174,4.72,24.187305555555557,15.75938888888889
692,24d11m14.8s,15d45m41.7s,42,42,42,0,2,-208,4.4,24.187444444444445,15.761583333333334
693,24d11m16.0s,15d46m32.3s,28,24,27,0,4,102,2.68,24.18777777777778,15.77563888888889
694,24d11m16.4s,15d45m39.7s,24,24,24,0,2,-185,4.53,24.18788888888889,15.761027777777779
695,24d11m16.5s,15d47m44.2s,46,45,46,-90,2,-5,3.1,24.187916666666666,15.79561111111111
696,24d11m16.9s,15d47m17.8s,19,17,18,-90,4,166,2.47,24.188027777777776,15.788277777777777
697,24d11m17.4s,15d47m43.4s,29,27,28,0,2,-8,3.11,24.188166666666667,15.795388888888889
698,24d11m18.2s,15d47m34.3s,25,21,23,0,2,-66,2.88,24.188388888888888,15.792861111111112
699,24d11m18.3s,15d45m49.4s,46,39,44,0,2,-209,4.18,24.18841666666667,15.763722222222222
700,24d11m18.7s,15d45m56.4s,27,26,27,0,2,-217,3.93,24.18852777777778,15.765666666666666
701,24d11m18.8s,15d46m46.4s,86,74,82,-90,4,114,2.53,24.188555555555556,15.779555555555556
702,24d11m19.0s,15d47m19.0s,18,17,17,0,2,-150,2.58,24.18861111111111,15.788611111111111
703,24d11m19.0s,15d46m24.9s,48,47,48,0,4,146,2.99,24.18861111111111,15.773583333333335
704,24d11m19.2s,15d45m54.0s,45,41,44,0,2,-207,4.03,24.188666666666666,15.765
705,24d11m19.2s,15d47m19.4s,26,25,26,0,2,-145,2.6,24.188666666666666,15.788722222222223
706,24d11m19.3s,15d45m45.2s,49,49,49,0,2,-188,4.37,24.188694444444444,15.762555555555556
707,24d11m19.4s,15d45m42.3s,31,31,31,0,2,-174,4.49,24.18872222222222,15.76175
708,24d11m19.6s,15d45m55.5s,38,30,36,0,2,-207,3.98,24.188777777777776,15.765416666666667
709,24d11m20.3s,15d45m27.3s,71,64,69,90,2,-101,5.13,24.188972222222223,15.757583333333333
710,24d11m20.6s,15d46m24.7s,55,53,55,0,4,160,3.05,24.189055555555555,15.773527777777778
711,24d11m20.8s,15d47m16.1s,22,19,21,0,2,-156,2.62,24.18911111111111,15.787805555555556
712,24d11m20.9s,15d46m11.0s,40,34,38,90,4,219,3.47,24.189138888888888,15.769722222222223
713,24d11m21.4s,15d46m5.5s,31,28,30,0,2,-227,3.68,24.18927777777778,15.768194444444445
714,24d11m21.4s,15d46m12.8s,53,49,52,0,4,214,3.43,24.18927777777778,15.770222222222223
715,24d11m22.2s,15d46m10.2s,49,44,47,90,4,233,3.55,24.1895,15.7695
716,24d11m22.3s,15d46m35.3s,223,213,220,90,4,152,2.87,24.189527777777776,15.776472222222223
717,24d11m22.5s,15d45m30.2s,103,73,93,-50,2,-96,5.06,24.189583333333335,15.75838888888889
718,24d11m22.6s,15d45m47.4s,51,48,50,0,2,-168,4.38,24.189611111111113,15.763166666666667
719,24d11m22.8s,15d46m6.3s,32,28,30,0,2,-219,3.7,24.189666666666668,15.768416666666667
720,24d11m23.3s,15d45m49.3s,17,16,16,0,2,-167,4.32,24.189805555555555,15.763694444444445
721,24d11m24.9s,15d45m49.2s,26,25,26,0,2,-154,4.37,24.19025,15.763666666666667
722,24d11m25.1s,15d45m21.1s,27,23,25,0,2,-34,5.49,24.190305555555558,15.75586111111111
723,24d11m25.7s,15d45m51.4s,24,22,24,0,2,-148,4.31,24.190472222222223,15.764277777777778
724,24d11m26.1s,15d45m24.3s,27,23,26,0,2,-44,5.38,24.190583333333333,15.75675
725,24d11m26.6s,15d46m1.8s,24,22,23,0,2,-172,3.97,24.190722222222224,15.767166666666668
726,24d11m26.9s,15d45m24.3s,24,21,23,0,2,-39,5.4,24.190805555555556,15.75675
727,24d11m27.2s,15d45m54.0s,21,20,21,0,2,-140,4.26,24.19088888888889,15.765
728,24d11m27.4s,15d45m23.3s,34,27,32,0,2,-30,5.45,24.190944444444444,15.756472222222222
729,24d11m27.4s,15d45m27.1s,31,24,29,0,2,-44,5.3,24.190944444444444,15.757527777777778
730,24d11m28.1s,15d46m55.7s,36,35,36,90,2,-177,2.87,24.19113888888889,15.78213888888889
731,24d11m28.5s,15d45m24.1s,29,26,28,0,2,-27,5.45,24.19125,15.756694444444445
732,24d11m29.0s,15d45m23.0s,23,22,23,90,2,-18,5.5,24.191388888888888,15.756388888888889
733,24d11m29.2s,15d45m24.9s,27,23,26,0,2,-22,5.43,24.191444444444446,15.756916666666667
734,24d11m29.4s,15d45m24.2s,25,21,24,0,2,-20,5.47,24.1915,15.756722222222223
735,24d11m29.8s,15d45m26.4s,38,37,38,0,2,-25,5.39,24.19161111111111,15.757333333333333
736,24d11m29.9s,15d46m54.0s,22,20,22,0,2,-165,2.96,24.19163888888889,15.781666666666668
737,24d11m29.9s,15d46m54.7s,32,32,32,0,2,-164,2.96,24.19163888888889,15.781861111111112
738,24d11m30.0s,15d45m25.0s,22,22,22,0,2,-16,5.45,24.191666666666666,15.756944444444445
739,24d11m30.5s,15d45m27.9s,22,22,22,0,2,-30,5.35,24.191805555555558,15.75775
740,24d11m31.5s,15d45m25.1s,25,23,24,0,2,-8,5.48,24.192083333333333,15.756972222222222
741,24d11m32.1s,15d46m43.8s,72,70,72,0,2,-170,3.15,24.19225,15.778833333333335
742,24d11m32.2s,15d46m20.6s,33,29,31,0,2,-174,3.6,24.19227777777778,15.772388888888889
743,24d11m32.3s,15d45m24.8s,23,23,23,90,2,2,5.51,24.192305555555556,15.75688888888889
744,24d11m33.0s,15d45m28.3s,39,36,38,0,2,-9,5.39,24.1925,15.757861111111112
745,24d11m33.6s,15d45m40.7s,37,32,35,0,2,-59,4.94,24.192666666666668,15.761305555555555
746,24d11m34.3s,15d46m20.0s,48,38,45,90,2,-155,3.7,24.19286111111111,15.772222222222224
747,24d11m34.4s,15d45m29.4s,27,27,27,0,2,-7,5.39,24.192888888888888,15.758166666666666
748,24d11m34.4s,15d45m31.5s,33,31,32,0,2,-17,5.31,24.192888888888888,15.75875
749,24d11m35.9s,15d45m30.3s,38,35,37,0,2,-4,5.39,24.193305555555554,15.758416666666667
750,24d11m35.9s,15d46m22.7s,34,31,33,0,2,-142,3.7,24.193305555555554,15.772972222222222
751,24d11m36.2s,15d46m21.9s,25,21,24,0,2,-138,3.73,24.19338888888889,15.77275
752,24d11m37.0s,15d45m27.3s,25,23,24,0,2,22,5.54,24.19361111111111,15.757583333333333
753,24d11m37.1s,15d45m28.0s,21,15,19,0,2,18,5.52,24.193638888888888,15.757777777777777
754,24d11m37.8s,15d45m30.5s,44,37,42,0,2,11,5.44,24.193833333333334,15.758472222222222
755,24d11m41.7s,15d45m45.8s,39,33,37,0,2,-8,5.0,24.194916666666668,15.762722222222223
756,24d11m42.4s,15d45m51.3s,36,33,35,0,2,-10,4.84,24.19511111111111,15.76425
757,24d11m42.9s,15d45m34.8s,25,24,25,90,2,31,5.43,24.19525,15.759666666666666
758,24d11m43.3s,15d45m45.9s,36,31,34,0,2,5,5.05,24.19536111111111,15.76275
759,24d11m43.4s,15d45m48.8s,27,25,26,0,2,5,4.96,24.19538888888889,15.763555555555556
760,24d11m44.5s,15d45m39.1s,28,24,27,0,2,30,5.32,24.195694444444445,15.760861111111112
761,24d11m44.7s,15d45m49.3s,92,82,89,0,2,13,4.98,24.19575,15.763694444444445
762,24d11m44.9s,15d45m44.5s,21,20,21,0,2,19,5.15,24.195805555555555,15.762361111111112
763,24d11m45.7s,15d45m50.6s,38,36,37,0,2,19,4.97,24.19602777777778,15.764055555555556
764,24d11m45.9s,15d46m14.3s,51,48,50,0,2,-48,4.3,24.196083333333334,15.77063888888889
765,24d11m45.9s,15d45m44.3s,26,24,25,0,2,28,5.19,24.196083333333334,15.762305555555555
766,24d11m46.0s,15d46m7.1s,26,26,26,0,2,-32,4.49,24.19611111111111,15.768638888888889
767,24d11m46.2s,15d45m46.1s,39,34,38,0,2,30,5.14,24.196166666666667,15.762805555555556
768,24d11m46.4s,15d46m11.0s,39,32,37,0,2,-36,4.4,24.19622222222222,15.769722222222223
769,24d11m46.7s,15d45m42.1s,17,17,17,0,2,41,5.29,24.196305555555554,15.761694444444444
770,24d11m47.1s,15d46m11.7s,24,23,24,90,2,-30,4.41,24.196416666666668,15.769916666666667
771,24d11m47.6s,15d46m9.6s,68,59,65,0,2,-26,4.48,24.196555555555555,15.769333333333334
772,24d11m47.6s,15d45m44.0s,26,24,25,0,2,43,5.25,24.196555555555555,15.762222222222222
773,24d11m47.7s,15d45m47.2s,37,33,36,0,2,43,5.15,24.196583333333333,15.763111111111112
774,24d11m47.8s,15d46m10.7s,26,25,25,0,2,-24,4.46,24.19661111111111,15.76963888888889
775,24d11m48.1s,15d46m23.9s,30,28,29,90,2,-38,4.17,24.196694444444443,15.773305555555556
776,24d11m48.1s,15d46m7.9s,32,31,32,0,2,-15,4.55,24.196694444444443,15.768861111111113
777,24d11m48.7s,15d45m45.2s,19,18,19,0,2,52,5.25,24.19686111111111,15.762555555555556
778,24d11m48.9s,15d45m51.3s,47,42,45,0,2,40,5.06,24.196916666666667,15.76425
779,24d11m49.0s,15d45m53.7s,34,34,34,0,2,31,4.99,24.196944444444444,15.764916666666666
780,24d11m49.3s,15d45m36.3s,27,20,25,0,2,78,5.57,24.197027777777777,15.760083333333334
781,24d11m49.4s,15d45m45.8s,26,23,25,0,2,58,5.26,24.197055555555554,15.762722222222223
782,24d11m49.7s,15d45m44.9s,24,23,23,0,2,60,5.3,24.19713888888889,15.762472222222222
783,24d11m50.3s,15d45m47.9s,31,28,30,0,2,62,5.22,24.197305555555555,15.763305555555556
784,24d11m50.3s,15d45m37.0s,22,22,22,0,2,82,5.58,24.197305555555555,15.760277777777778
785,24d11m50.7s,15d46m11.8s,16,12,15,0,2,-6,4.55,24.197416666666665,15.769944444444445
786,24d11m50.9s,15d46m6.4s,48,44,47,0,2,9,4.69,24.197472222222224,15.768444444444444
787,24d11m51.0s,15d46m11.4s,20,18,19,0,2,4,4.57,24.1975,15.769833333333334
